"COLUMN1","time","date","mw"
"n2","15:30","2017-06-02","2.52"
"n2","19:30","2017-01-24","0"
"n2","12:15","2017-11-17","20.47"
"n2","22:45","2017-12-21","4.4"
"n2","19:45","2017-12-12","4.31"
"n2","23:30","2017-11-14","0"
"n2","23:15","2017-02-13","0"
"n2","13:00","2017-08-11","15.5"
"n2","01:15","2017-09-01","0.08"
"n2","16:00","2017-12-30","17.81"
"n2","02:30","2017-02-19","0"
"n2","10:00","2017-10-29","14.27"
"n2","00:15","2017-08-21","0.1"
"n2","19:30","2017-03-23","0"
"n2","19:30","2017-08-20","0.1"
"n2","19:30","2017-12-26","4.38"
"n2","18:15","2017-08-05","0.23"
"n2","08:30","2017-06-12","0.1"
"n2","21:00","2017-11-07","0.19"
"n2","23:15","2017-02-20","0"
"n2","11:30","2017-01-25","3.83"
"n2","15:00","2017-03-20","3.06"
"n2","07:30","2017-10-08","3.7"
"n2","12:15","2017-01-28","3.86"
"n2","21:30","2017-07-13","0"
"n2","19:00","2017-09-10","0.16"
"n2","17:00","2017-04-27","1.16"
"n2","03:30","2017-05-21","0"
"n2","17:45","2017-08-15","0"
"n2","23:45","2017-11-23","0.24"
"n2","13:45","2017-07-08","1.36"
"n2","20:00","2017-11-08","0.07"
"n2","00:30","2017-07-30","0.1"
"n2","14:00","2017-11-01","16.44"
"n2","13:30","2017-02-24","1.31"
"n2","12:15","2017-04-03","3.8"
"n2","12:30","2017-11-13","20.97"
"n2","10:15","2017-04-23","3.18"
"n2","23:00","2017-03-15","0"
"n2","06:15","2017-12-16","4.59"
"n2","22:00","2017-08-19","0"
"n2","11:30","2017-12-12","26.56"
"n2","01:45","2017-01-29","0"
"n2","11:30","2017-07-16","0.86"
"n2","22:15","2017-11-19","0.17"
"n2","13:15","2017-03-01","3.66"
"n2","13:30","2017-08-08","17.53"
"n2","09:00","2017-01-19","1.96"
"n2","23:30","2017-08-18","0"
"n2","12:30","2017-12-17","23.72"
"n2","21:00","2017-12-02","0.17"
"n2","00:45","2017-08-04","0.19"
"n2","06:45","2017-11-21","0"
"n2","19:00","2017-01-06","0"
"n2","23:45","2017-09-04","0"
"n2","05:00","2017-01-14","0"
"n2","06:15","2017-02-17","0"
"n2","12:15","2017-12-30","26.45"
"n2","02:15","2017-01-22","0"
"n2","02:15","2017-05-11","0.07"
"n2","07:15","2017-01-13","0"
"n2","19:30","2017-03-05","0"
"n2","18:15","2017-08-31","0.08"
"n2","19:45","2017-04-06","0"
"n2","22:00","2017-06-14","0"
"n2","12:45","2017-01-13","0"
"n2","18:00","2017-09-24","0.24"
"n2","03:45","2017-08-14","0.17"
"n2","09:00","2017-10-22","9.27"
"n2","20:30","2017-05-12","0.07"
"n2","04:30","2017-05-03","0"
"n2","09:15","2017-07-19","9.06"
"n2","01:30","2017-07-17","0"
"n2","05:15","2017-11-19","0"
"n2","12:00","2017-04-19","4.03"
"n2","04:45","2017-05-25","0"
"n2","00:00","2017-01-18","0"
"n2","19:15","2017-11-14","0"
"n2","10:30","2017-06-12","0.1"
"n2","20:15","2017-05-09","0.1"
"n2","07:15","2017-07-23","1.72"
"n2","05:45","2017-06-28","0"
"n2","11:15","2017-10-16","9.62"
"n2","13:45","2017-08-27","13.51"
"n2","06:00","2017-11-14","0"
"n2","16:00","2017-03-02","2.05"
"n2","23:15","2017-04-07","0.07"
"n2","16:45","2017-07-04","0.72"
"n2","21:30","2017-12-27","4.38"
"n2","06:15","2017-11-05","0.19"
"n2","03:45","2017-05-14","0.1"
"n2","20:00","2017-05-02","0"
"n2","02:30","2017-06-05","0"
"n2","03:15","2017-05-14","0.1"
"n2","00:45","2017-11-29","0.17"
"n2","00:15","2017-01-17","0.07"
"n2","21:30","2017-10-10","0"
"n2","17:00","2017-07-12","0.96"
"n2","02:45","2017-01-16","0"
"n2","09:30","2017-03-16","2.04"
"n2","09:30","2017-05-17","1.44"
"n2","23:00","2017-10-05","0"
"n2","16:15","2017-02-16","1.75"
"n2","05:15","2017-07-26","0.1"
"n2","18:15","2017-11-27","0"
"n2","00:45","2017-06-10","0"
"n2","13:30","2017-10-13","3.55"
"n2","12:00","2017-01-03","0"
"n2","13:30","2017-09-22","20.55"
"n2","04:45","2017-03-08","0.1"
"n2","09:00","2017-01-26","2.06"
"n2","03:30","2017-10-08","0"
"n2","10:15","2017-06-14","3.36"
"n2","23:00","2017-10-18","0"
"n2","18:00","2017-01-21","0"
"n2","00:45","2017-02-28","0.07"
"n2","12:00","2017-01-26","4.03"
"n2","01:00","2017-10-12","0.07"
"n2","23:45","2017-01-16","0.07"
"n2","15:30","2017-08-22","1.81"
"n2","12:00","2017-03-17","1.86"
"n2","14:00","2017-11-13","12.5"
"n2","16:45","2017-08-08","0.76"
"n2","14:00","2017-03-21","3.16"
"n2","07:45","2017-05-02","0.79"
"n2","07:45","2017-11-25","3.38"
"n2","02:15","2017-11-03","0.17"
"n2","03:30","2017-11-01","0.07"
"n2","00:15","2017-12-01","0"
"n2","12:15","2017-07-21","11.55"
"n2","02:45","2017-11-04","0.1"
"n2","05:00","2017-11-10","0.17"
"n2","14:45","2017-10-14","10.4"
"n2","21:00","2017-11-11","0.07"
"n2","10:15","2017-09-20","20.01"
"n2","16:00","2017-06-28","1.1"
"n2","17:30","2017-01-04","0"
"n2","08:30","2017-07-03","0.86"
"n2","09:15","2017-02-25","1.74"
"n2","15:45","2017-06-08","0.56"
"n2","13:15","2017-02-25","2.35"
"n2","06:30","2017-08-04","0.19"
"n2","19:15","2017-04-03","0"
"n2","09:45","2017-07-07","2.08"
"n2","05:30","2017-03-15","0"
"n2","12:15","2017-02-13","3.66"
"n2","16:30","2017-06-08","0.37"
"n2","17:30","2017-03-05","0.37"
"n2","05:00","2017-09-20","0"
"n2","18:30","2017-11-01","0"
"n2","01:15","2017-09-20","0"
"n2","05:15","2017-07-15","0"
"n2","08:15","2017-10-05","1.61"
"n2","15:15","2017-09-13","16.26"
"n2","23:45","2017-10-05","0"
"n2","16:15","2017-07-18","8.85"
"n2","16:30","2017-04-09","0.07"
"n2","06:30","2017-03-27","0.07"
"n2","18:30","2017-11-26","0.1"
"n2","15:45","2017-04-09","0.07"
"n2","15:15","2017-08-02","13.63"
"n2","19:00","2017-07-28","0"
"n2","14:45","2017-09-04","14.31"
"n2","11:30","2017-08-27","11.2"
"n2","01:30","2017-12-10","4.4"
"n2","23:30","2017-08-15","0"
"n2","10:30","2017-01-27","3.34"
"n2","20:45","2017-10-26","0"
"n2","12:15","2017-07-20","13.14"
"n2","12:15","2017-10-17","16.29"
"n2","20:45","2017-08-02","0"
"n2","02:00","2017-06-09","0"
"n2","01:00","2017-04-29","0"
"n2","06:45","2017-07-29","0.23"
"n2","10:30","2017-05-26","3.52"
"n2","00:30","2017-01-23","0"
"n2","23:45","2017-10-01","0"
"n2","00:00","2017-09-27","0.1"
"n2","18:45","2017-03-10","0"
"n2","11:15","2017-01-30","3.26"
"n2","22:30","2017-07-17","0.07"
"n2","15:15","2017-08-21","3.88"
"n2","18:00","2017-01-06","0"
"n2","19:15","2017-02-28","0"
"n2","21:45","2017-09-17","0.14"
"n2","04:00","2017-08-19","0"
"n2","14:15","2017-08-11","15.78"
"n2","21:00","2017-10-13","0.18"
"n2","01:00","2017-08-14","0.17"
"n2","06:45","2017-04-23","0.11"
"n2","20:15","2017-09-16","0"
"n2","15:15","2017-08-06","8"
"n2","12:00","2017-04-05","3.74"
"n2","23:00","2017-08-29","0"
"n2","01:45","2017-03-11","0"
"n2","14:45","2017-07-13","2.05"
"n2","19:30","2017-04-11","0"
"n2","01:00","2017-08-04","0.19"
"n2","11:45","2017-08-21","19.92"
"n2","11:00","2017-12-24","26.13"
"n2","17:45","2017-04-06","0.62"
"n2","01:45","2017-06-10","0"
"n2","17:45","2017-11-09","0.17"
"n2","09:30","2017-03-20","1.27"
"n2","20:30","2017-04-06","0"
"n2","22:15","2017-01-22","0"
"n2","04:30","2017-08-18","0.1"
"n2","17:15","2017-04-27","0.53"
"n2","01:00","2017-03-18","0"
"n2","08:00","2017-11-10","3.63"
"n2","10:30","2017-04-16","1.85"
"n2","19:30","2017-02-17","0"
"n2","23:45","2017-01-23","0"
"n2","20:15","2017-11-30","0"
"n2","12:30","2017-03-21","3.96"
"n2","12:30","2017-10-25","19.36"
"n2","05:00","2017-02-13","0"
"n2","07:00","2017-03-12","0"
"n2","14:45","2017-01-24","3.23"
"n2","19:30","2017-03-30","0"
"n2","20:45","2017-12-22","4.4"
"n2","16:15","2017-05-01","1.66"
"n2","11:45","2017-02-14","3.79"
"n2","16:00","2017-09-18","8.16"
"n2","17:30","2017-04-28","0"
"n2","08:30","2017-11-19","12.49"
"n2","07:30","2017-06-28","0.59"
"n2","01:15","2017-04-01","0"
"n2","09:30","2017-05-22","2.68"
"n2","18:00","2017-11-20","0.11"
"n2","08:30","2017-04-22","1.82"
"n2","09:15","2017-03-31","2.53"
"n2","21:30","2017-05-20","0"
"n2","07:30","2017-05-06","0.79"
"n2","02:15","2017-07-27","0"
"n2","10:45","2017-03-26","2.99"
"n2","10:45","2017-04-09","0.07"
"n2","10:45","2017-05-27","2.81"
"n2","11:15","2017-04-21","3.89"
"n2","00:15","2017-02-02","0"
"n2","01:00","2017-01-28","0"
"n2","13:45","2017-05-30","3.96"
"n2","08:00","2017-12-02","4.05"
"n2","04:30","2017-05-16","0"
"n2","21:15","2017-03-18","0"
"n2","09:15","2017-01-20","2.44"
"n2","19:30","2017-01-31","0"
"n2","11:00","2017-07-11","0"
"n2","05:30","2017-07-30","0.1"
"n2","13:45","2017-10-04","5.51"
"n2","05:15","2017-03-19","0"
"n2","04:30","2017-02-11","0.1"
"n2","10:00","2017-09-22","17.64"
"n2","11:45","2017-11-16","14.39"
"n2","00:00","2017-11-19","0"
"n2","11:00","2017-11-05","14.18"
"n2","01:00","2017-06-19","0"
"n2","10:00","2017-10-13","13.68"
"n2","00:15","2017-05-26","0"
"n2","23:15","2017-09-21","0.1"
"n2","03:15","2017-03-24","0"
"n2","18:45","2017-10-11","0.07"
"n2","02:15","2017-10-14","0.18"
"n2","11:15","2017-08-31","19.29"
"n2","05:45","2017-03-06","0"
"n2","05:45","2017-05-07","0"
"n2","00:45","2017-11-08","0.19"
"n2","14:45","2017-03-17","1.66"
"n2","20:45","2017-07-12","0"
"n2","14:45","2017-08-01","15.25"
"n2","10:45","2017-08-02","10.67"
"n2","01:30","2017-05-25","0"
"n2","01:45","2017-06-06","0"
"n2","20:45","2017-09-28","0.1"
"n2","15:45","2017-01-06","0"
"n2","16:30","2017-01-06","0"
"n2","00:00","2017-10-09","0"
"n2","07:15","2017-06-28","0.48"
"n2","05:45","2017-08-23","0"
"n2","13:30","2017-05-12","3.95"
"n2","23:30","2017-09-17","0.14"
"n2","22:30","2017-10-01","0"
"n2","01:00","2017-11-17","0.1"
"n2","16:30","2017-11-16","3.43"
"n2","15:15","2017-02-23","2.71"
"n2","16:15","2017-02-13","1.74"
"n2","18:00","2017-09-02","0.19"
"n2","18:15","2017-07-29","0.8"
"n2","07:45","2017-10-03","3.36"
"n2","15:45","2017-09-06","3.08"
"n2","02:15","2017-03-22","0"
"n2","08:15","2017-07-17","0.7"
"n2","20:00","2017-06-15","0"
"n2","13:00","2017-03-25","3.56"
"n2","11:45","2017-10-08","7.1"
"n2","10:15","2017-08-19","12.29"
"n2","16:30","2017-09-12","6.06"
"n2","07:45","2017-10-16","0"
"n2","02:15","2017-11-14","0"
"n2","13:45","2017-02-20","3.65"
"n2","04:30","2017-07-19","0.1"
"n2","14:30","2017-05-12","3.34"
"n2","05:45","2017-01-03","0"
"n2","05:30","2017-09-03","0.19"
"n2","03:00","2017-06-06","0"
"n2","17:00","2017-04-01","0.89"
"n2","10:00","2017-07-13","1.99"
"n2","05:45","2017-08-19","0"
"n2","22:45","2017-03-07","0.1"
"n2","00:15","2017-06-12","0.1"
"n2","12:00","2017-01-14","0"
"n2","08:00","2017-01-15","0"
"n2","16:30","2017-06-19","1.78"
"n2","21:30","2017-04-19","0"
"n2","21:15","2017-11-16","0.1"
"n2","10:15","2017-05-29","1.39"
"n2","09:45","2017-04-24","2.69"
"n2","09:45","2017-07-03","0.79"
"n2","17:30","2017-10-08","1.97"
"n2","05:00","2017-12-17","4.39"
"n2","09:30","2017-09-02","10.65"
"n2","02:30","2017-07-17","0"
"n2","22:00","2017-02-02","0"
"n2","11:15","2017-03-08","1.68"
"n2","01:00","2017-01-24","0"
"n2","13:00","2017-04-08","0.07"
"n2","08:45","2017-02-17","1.69"
"n2","08:00","2017-03-22","0.98"
"n2","10:30","2017-12-20","12.39"
"n2","23:15","2017-02-06","0"
"n2","22:00","2017-09-29","0"
"n2","01:30","2017-10-25","0"
"n2","21:15","2017-10-16","0"
"n2","00:30","2017-03-20","0"
"n2","07:30","2017-03-27","0.11"
"n2","01:15","2017-08-08","0.08"
"n2","06:30","2017-06-09","0"
"n2","19:30","2017-06-06","0"
"n2","19:00","2017-04-10","0"
"n2","15:15","2017-02-17","2.89"
"n2","11:00","2017-08-23","23.08"
"n2","00:00","2017-03-07","0"
"n2","22:30","2017-05-21","0.07"
"n2","22:30","2017-12-05","0.07"
"n2","21:30","2017-03-02","0"
"n2","08:00","2017-06-07","0.77"
"n2","18:00","2017-02-20","0"
"n2","15:00","2017-04-17","0.86"
"n2","01:30","2017-03-29","0.07"
"n2","03:15","2017-08-23","0"
"n2","01:15","2017-11-08","0.19"
"n2","19:00","2017-01-23","0"
"n2","23:15","2017-07-10","0"
"n2","21:00","2017-04-30","0"
"n2","14:15","2017-10-01","14.02"
"n2","13:45","2017-03-13","3.85"
"n2","13:45","2017-08-10","13.67"
"n2","10:45","2017-10-28","6.81"
"n2","17:45","2017-05-18","0.41"
"n2","12:15","2017-07-27","21.97"
"n2","13:30","2017-02-18","3.71"
"n2","03:45","2017-12-16","4.59"
"n2","01:15","2017-09-22","0.1"
"n2","01:45","2017-08-08","0.08"
"n2","14:30","2017-07-21","9.79"
"n2","10:00","2017-02-22","2.77"
"n2","11:30","2017-12-27","8.39"
"n2","13:45","2017-10-31","12.4"
"n2","19:45","2017-01-30","0.13"
"n2","10:00","2017-04-14","2.46"
"n2","14:15","2017-12-04","17.29"
"n2","08:00","2017-12-03","3.69"
"n2","11:15","2017-07-21","15.35"
"n2","09:30","2017-02-14","2.36"
"n2","02:45","2017-12-30","4.31"
"n2","11:15","2017-04-10","3.42"
"n2","08:45","2017-10-26","2.17"
"n2","03:00","2017-02-16","0"
"n2","15:45","2017-11-07","5.48"
"n2","16:00","2017-11-25","10.29"
"n2","02:15","2017-11-28","0"
"n2","01:45","2017-12-18","4.4"
"n2","23:00","2017-03-27","0.07"
"n2","23:00","2017-11-02","0.17"
"n2","07:30","2017-06-26","0.49"
"n2","06:15","2017-03-13","0"
"n2","06:15","2017-08-10","0.07"
"n2","20:30","2017-08-05","0.07"
"n2","07:30","2017-03-11","0.4"
"n2","15:00","2017-12-06","14.92"
"n2","04:00","2017-10-25","0"
"n2","17:00","2017-09-21","2.16"
"n2","14:00","2017-08-06","7.65"
"n2","07:45","2017-10-06","0.11"
"n2","15:30","2017-03-31","2.71"
"n2","03:30","2017-02-27","0"
"n2","11:15","2017-11-11","18.48"
"n2","06:15","2017-01-04","0"
"n2","11:30","2017-11-19","20.81"
"n2","04:15","2017-08-09","0.1"
"n2","00:00","2017-08-07","0"
"n2","21:30","2017-04-08","0.07"
"n2","07:15","2017-10-20","8.41"
"n2","06:30","2017-09-24","0"
"n2","12:45","2017-04-27","2.41"
"n2","04:30","2017-04-02","0.11"
"n2","01:15","2017-06-30","0"
"n2","17:15","2017-08-13","3.62"
"n2","07:30","2017-03-28","0.58"
"n2","15:00","2017-06-08","0.64"
"n2","22:15","2017-09-05","0.07"
"n2","12:00","2017-04-07","3.78"
"n2","17:00","2017-06-01","0.18"
"n2","15:45","2017-09-11","15.36"
"n2","11:45","2017-03-23","3.72"
"n2","11:45","2017-08-20","14.29"
"n2","21:45","2017-06-27","0"
"n2","15:45","2017-12-21","15.64"
"n2","02:00","2017-01-07","0"
"n2","05:45","2017-06-13","0"
"n2","21:00","2017-05-31","0"
"n2","16:15","2017-04-05","1.43"
"n2","23:00","2017-06-10","0.1"
"n2","07:45","2017-07-29","1.44"
"n2","06:45","2017-03-05","0"
"n2","02:45","2017-08-04","0.19"
"n2","01:00","2017-08-08","0.08"
"n2","07:45","2017-04-08","0.07"
"n2","07:45","2017-05-19","1.36"
"n2","21:00","2017-04-17","0"
"n2","07:15","2017-09-08","1.36"
"n2","11:00","2017-08-24","16.94"
"n2","02:00","2017-08-26","0.1"
"n2","18:15","2017-02-10","0.1"
"n2","06:30","2017-11-04","0.1"
"n2","16:15","2017-03-28","1.82"
"n2","12:45","2017-10-03","0.59"
"n2","10:30","2017-01-23","2.39"
"n2","20:30","2017-07-06","0"
"n2","02:15","2017-09-06","0.07"
"n2","00:30","2017-07-15","0"
"n2","21:00","2017-03-08","0.07"
"n2","14:00","2017-05-11","3.82"
"n2","05:15","2017-04-14","0"
"n2","02:45","2017-03-27","0.07"
"n2","02:45","2017-11-02","0"
"n2","13:30","2017-05-05","2.42"
"n2","07:30","2017-06-12","0.1"
"n2","15:00","2017-03-05","2.7"
"n2","12:15","2017-03-15","3.71"
"n2","00:15","2017-01-21","0"
"n2","16:30","2017-11-07","4.12"
"n2","16:15","2017-12-28","6.3"
"n2","23:45","2017-01-10","0"
"n2","07:30","2017-10-13","1.7"
"n2","15:15","2017-06-19","3.2"
"n2","14:30","2017-05-28","2.76"
"n2","12:30","2017-07-03","2.4"
"n2","04:00","2017-06-01","0"
"n2","04:30","2017-08-27","0"
"n2","13:45","2017-12-08","12.34"
"n2","21:30","2017-10-11","0.07"
"n2","14:45","2017-06-21","1.68"
"n2","08:45","2017-12-06","12.46"
"n2","18:00","2017-08-27","0.14"
"n2","01:30","2017-12-05","0.17"
"n2","13:45","2017-12-25","22.8"
"n2","11:30","2017-01-04","0"
"n2","09:15","2017-07-24","15.84"
"n2","20:45","2017-10-28","0"
"n2","04:15","2017-07-16","0"
"n2","04:30","2017-02-20","0"
"n2","16:30","2017-07-27","0.61"
"n2","15:30","2017-11-09","8.93"
"n2","01:15","2017-05-30","0.07"
"n2","04:45","2017-03-20","0"
"n2","02:15","2017-11-01","0.07"
"n2","13:45","2017-04-19","3.67"
"n2","01:00","2017-05-03","0"
"n2","14:15","2017-02-26","3.52"
"n2","10:15","2017-11-04","13.54"
"n2","11:45","2017-07-23","20.3"
"n2","06:45","2017-06-17","0.1"
"n2","06:30","2017-12-06","0.07"
"n2","19:45","2017-10-15","0"
"n2","23:15","2017-01-22","0"
"n2","16:45","2017-10-13","3.51"
"n2","19:45","2017-01-27","0"
"n2","10:30","2017-09-14","22.68"
"n2","05:30","2017-08-01","0"
"n2","13:45","2017-04-07","3.3"
"n2","03:15","2017-03-19","0"
"n2","18:00","2017-07-22","0.2"
"n2","20:30","2017-06-20","0"
"n2","00:15","2017-10-07","0.14"
"n2","16:30","2017-10-01","4.5"
"n2","07:45","2017-10-19","4.97"
"n2","22:45","2017-01-15","0"
"n2","02:45","2017-05-22","0.07"
"n2","02:45","2017-10-22","0"
"n2","00:15","2017-02-27","0"
"n2","23:45","2017-01-30","0.13"
"n2","02:45","2017-07-23","0"
"n2","03:45","2017-10-28","0.1"
"n2","05:30","2017-01-24","0"
"n2","06:30","2017-01-20","0"
"n2","19:30","2017-09-20","0.19"
"n2","18:15","2017-03-31","0"
"n2","09:00","2017-01-23","1.79"
"n2","17:45","2017-07-24","2.53"
"n2","14:15","2017-01-15","0"
"n2","08:00","2017-02-11","0.67"
"n2","02:45","2017-11-06","0.07"
"n2","04:45","2017-07-18","0.07"
"n2","15:45","2017-10-29","10.84"
"n2","19:45","2017-02-21","0.1"
"n2","13:15","2017-07-01","3.22"
"n2","04:45","2017-10-08","0"
"n2","12:15","2017-02-28","3.89"
"n2","17:30","2017-06-15","0.23"
"n2","16:15","2017-10-27","6.26"
"n2","23:00","2017-02-06","0"
"n2","05:00","2017-06-29","0"
"n2","17:15","2017-06-20","0.79"
"n2","10:00","2017-05-05","2.24"
"n2","18:00","2017-09-22","0.16"
"n2","13:30","2017-03-13","3.86"
"n2","13:30","2017-08-10","13.2"
"n2","20:15","2017-11-16","0.1"
"n2","02:00","2017-08-08","0.08"
"n2","05:30","2017-09-14","0.1"
"n2","06:00","2017-11-28","0"
"n2","16:15","2017-05-12","0.47"
"n2","20:30","2017-12-24","4.31"
"n2","13:00","2017-02-18","3.71"
"n2","13:45","2017-10-07","24.18"
"n2","06:15","2017-06-18","0"
"n2","21:15","2017-10-19","4.4"
"n2","07:00","2017-06-30","0"
"n2","22:15","2017-02-18","0"
"n2","12:00","2017-07-11","0"
"n2","12:45","2017-09-15","15.48"
"n2","15:30","2017-07-17","0.91"
"n2","00:45","2017-12-17","4.39"
"n2","10:45","2017-08-04","14.86"
"n2","03:45","2017-03-19","0"
"n2","21:45","2017-06-06","0"
"n2","18:45","2017-08-24","0.1"
"n2","07:00","2017-04-28","0.4"
"n2","05:00","2017-06-15","0"
"n2","20:15","2017-07-27","0.07"
"n2","02:00","2017-07-09","0"
"n2","09:30","2017-01-05","0"
"n2","21:30","2017-01-24","0"
"n2","23:30","2017-05-23","0"
"n2","09:45","2017-06-06","1.39"
"n2","13:00","2017-12-25","27.77"
"n2","00:30","2017-07-01","0"
"n2","19:00","2017-08-14","0.17"
"n2","16:15","2017-06-29","0.95"
"n2","08:30","2017-08-01","9.57"
"n2","18:30","2017-01-30","0.13"
"n2","10:00","2017-12-30","24.66"
"n2","21:00","2017-02-06","0"
"n2","02:45","2017-09-09","0.07"
"n2","07:30","2017-01-17","0.17"
"n2","05:45","2017-07-17","0"
"n2","14:30","2017-10-17","12.09"
"n2","11:30","2017-06-13","3.36"
"n2","19:15","2017-07-18","0.1"
"n2","01:00","2017-03-05","0"
"n2","01:00","2017-08-18","0.1"
"n2","14:30","2017-07-04","1.43"
"n2","03:00","2017-04-09","0.07"
"n2","18:45","2017-01-23","0"
"n2","10:15","2017-01-14","0"
"n2","15:15","2017-01-02","0"
"n2","14:15","2017-07-13","2.39"
"n2","05:30","2017-01-28","0"
"n2","17:15","2017-07-07","0.4"
"n2","23:30","2017-02-20","0"
"n2","21:00","2017-03-18","0"
"n2","06:45","2017-08-02","0"
"n2","02:15","2017-05-01","0"
"n2","05:00","2017-04-01","0"
"n2","04:30","2017-01-26","0.07"
"n2","22:00","2017-09-09","0.25"
"n2","01:00","2017-07-19","0.1"
"n2","01:15","2017-02-19","0"
"n2","04:15","2017-09-04","0.19"
"n2","23:15","2017-05-24","0"
"n2","11:45","2017-04-15","3.41"
"n2","02:45","2017-01-09","0"
"n2","18:30","2017-11-06","0.07"
"n2","10:15","2017-06-05","2.71"
"n2","06:45","2017-09-13","1.02"
"n2","07:45","2017-11-29","3.54"
"n2","06:15","2017-06-21","0"
"n2","21:30","2017-07-24","0.07"
"n2","08:00","2017-12-30","11.36"
"n2","08:45","2017-04-10","0.07"
"n2","04:15","2017-04-21","0"
"n2","03:45","2017-01-05","0"
"n2","21:15","2017-03-04","0"
"n2","03:00","2017-06-14","0"
"n2","15:15","2017-09-02","10.07"
"n2","07:30","2017-09-08","2.24"
"n2","03:00","2017-06-21","0"
"n2","17:45","2017-09-14","0.1"
"n2","06:30","2017-08-21","0.1"
"n2","17:30","2017-06-10","0.1"
"n2","14:30","2017-09-12","20"
"n2","16:45","2017-08-23","9.44"
"n2","12:15","2017-03-11","3.88"
"n2","16:15","2017-06-20","2.05"
"n2","07:00","2017-09-06","0.89"
"n2","16:00","2017-12-26","8.29"
"n2","20:15","2017-06-29","0"
"n2","07:45","2017-09-24","4.35"
"n2","04:00","2017-03-03","0"
"n2","11:30","2017-08-25","21.75"
"n2","18:15","2017-10-22","0.07"
"n2","08:15","2017-07-19","1.93"
"n2","05:30","2017-08-08","0.08"
"n2","21:30","2017-11-22","0.07"
"n2","22:45","2017-01-25","0.07"
"n2","07:00","2017-05-22","0.36"
"n2","01:15","2017-01-12","0"
"n2","18:00","2017-09-28","0.17"
"n2","23:30","2017-06-26","0"
"n2","04:15","2017-07-21","0"
"n2","16:00","2017-04-15","0.61"
"n2","13:15","2017-02-16","3.76"
"n2","01:30","2017-06-17","0"
"n2","01:15","2017-04-26","0"
"n2","06:30","2017-09-21","0.26"
"n2","04:15","2017-04-10","0.07"
"n2","08:45","2017-04-15","2.22"
"n2","11:00","2017-11-17","22.36"
"n2","02:45","2017-06-30","0"
"n2","11:15","2017-08-09","21.28"
"n2","12:00","2017-03-23","3.86"
"n2","12:00","2017-08-20","14.67"
"n2","20:15","2017-03-17","0"
"n2","13:45","2017-07-27","22.75"
"n2","22:30","2017-02-14","0"
"n2","00:15","2017-08-06","0.07"
"n2","04:15","2017-04-28","0.13"
"n2","22:45","2017-05-29","0.07"
"n2","22:45","2017-06-20","0"
"n2","22:30","2017-01-31","0"
"n2","01:30","2017-10-28","0.1"
"n2","09:15","2017-06-17","1.62"
"n2","11:00","2017-09-25","13.92"
"n2","05:45","2017-07-01","0"
"n2","03:30","2017-12-06","0.07"
"n2","13:00","2017-02-19","3.67"
"n2","06:15","2017-12-04","0"
"n2","11:15","2017-03-23","3.59"
"n2","11:15","2017-08-20","10.92"
"n2","21:00","2017-10-20","0.07"
"n2","03:30","2017-04-10","0.07"
"n2","13:15","2017-04-24","3.43"
"n2","21:30","2017-05-11","0"
"n2","04:15","2017-10-17","0"
"n2","13:00","2017-07-23","15.84"
"n2","22:30","2017-01-14","0"
"n2","08:15","2017-08-21","7.17"
"n2","06:45","2017-09-26","0.61"
"n2","10:45","2017-02-25","3.26"
"n2","21:15","2017-09-24","0.07"
"n2","07:00","2017-11-27","0.27"
"n2","20:45","2017-03-05","0"
"n2","18:45","2017-10-13","0.18"
"n2","06:00","2017-09-05","0"
"n2","05:15","2017-09-10","0.25"
"n2","19:00","2017-10-20","0.07"
"n2","06:45","2017-08-01","0.96"
"n2","09:00","2017-07-15","1.2"
"n2","17:45","2017-03-26","0.07"
"n2","17:45","2017-05-27","0.13"
"n2","17:15","2017-01-30","0.53"
"n2","07:30","2017-06-03","0.3"
"n2","09:30","2017-01-10","0"
"n2","08:00","2017-02-19","0.41"
"n2","16:30","2017-10-31","5.64"
"n2","21:30","2017-05-28","0"
"n2","00:30","2017-11-09","0.07"
"n2","10:45","2017-10-17","5.52"
"n2","20:00","2017-09-30","0"
"n2","22:45","2017-11-09","0.17"
"n2","02:15","2017-05-08","0"
"n2","10:15","2017-07-16","2.74"
"n2","16:45","2017-02-22","1.22"
"n2","19:30","2017-08-27","0"
"n2","16:00","2017-09-27","7.31"
"n2","08:00","2017-04-16","1.24"
"n2","21:15","2017-07-25","0.1"
"n2","23:00","2017-06-26","0"
"n2","02:00","2017-04-04","0"
"n2","09:15","2017-10-09","17.36"
"n2","14:15","2017-03-27","1.03"
"n2","01:30","2017-01-31","0.13"
"n2","11:15","2017-03-27","1.33"
"n2","17:00","2017-07-07","0.47"
"n2","15:15","2017-12-28","5.81"
"n2","13:30","2017-04-05","3.91"
"n2","01:30","2017-01-14","0"
"n2","20:15","2017-03-11","0"
"n2","19:30","2017-10-13","0.18"
"n2","07:30","2017-05-05","0.49"
"n2","14:30","2017-07-31","20.81"
"n2","01:30","2017-02-14","0"
"n2","11:30","2017-05-08","3.5"
"n2","20:15","2017-03-28","0.07"
"n2","04:30","2017-03-13","0"
"n2","04:30","2017-08-10","0.07"
"n2","13:30","2017-02-07","3.9"
"n2","12:15","2017-10-16","11.25"
"n2","01:45","2017-10-29","0"
"n2","13:30","2017-01-29","3.65"
"n2","08:00","2017-05-30","1.08"
"n2","02:15","2017-05-30","0.07"
