pretty,year,mon,mday,hour,min,tzname,utcdate,tempm,tempi,dewptm,dewpti,hum,wspdm,wspdi,wgustm,wgusti,wdird,wdire,vism,visi,pressurem,pressurei,windchillm,windchilli,heatindexm,heatindexi,precipm,precipi,conds,icon,fog,rain,snow,hail,thunder,tornado,metar
7:00 AM +07 on June 28,2017,2017,6,28,7,0,Asia/Bangkok,26,79,25,77,92,1.9,1.2,,,310,NW,10,6,1008,29.76,-999,-999,-9999,-9999,,,Overcast,cloudy,0,0,0,0,0,0,AAXX 28004 48380 12560 83101 10263 20251 39984 40077 52008 60044 85537 333 20258 58005 70042
10:00 AM +07 on June 28,2017,2017,6,28,10,0,Asia/Bangkok,30,86,24,76,64,3.7,2.3,,,330,NNW,12,7,1008,29.78,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 28034 48380 32562 73302 10301 20242 39992 40085 51009 81102 333 58004
1:00 PM +07 on June 28,2017,2017,6,28,13,0,Asia/Bangkok,33,91,24,75,52,5.6,3.5,,,130,SE,12,7,1007,29.74,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 28064 48380 32562 61303 10327 20241 39979 40070 57013 82102 333 58006 70042
4:00 PM +07 on June 28,2017,2017,6,28,16,0,Asia/Bangkok,34,93,24,74,46,0,0,,,,,12,7,1005,29.68,-999,-999,-9999,-9999,,,Partly Cloudy,partlycloudy,0,0,0,0,0,0,AAXX 28094 48380 32562 70000 10339 20236 39958 40049 57021 83107 333 59005
7:00 PM +07 on June 28,2017,2017,6,28,19,0,Asia/Bangkok,31,88,25,78,65,0,0,,,,,10,6,1006,29.7,-999,-999,-9999,-9999,,,Overcast,cloudy,0,0,0,0,0,0,AAXX 28124 48380 32560 80000 10313 20254 39964 40056 52006 84207 333 10345 58003
10:00 PM +07 on June 28,2017,2017,6,28,22,0,Asia/Bangkok,27,81,25,77,83,3.7,2.3,,,300,WNW,10,6,1008,29.78,-999,-999,-9999,-9999,,,Thunderstorm,tstorms,0,0,0,0,1,0,AAXX 28154 48380 21560 63002 10270 20248 39992 40085 52028 71798 83903 333 58015 69927
1:00 AM +07 on June 29,2017,2017,6,29,1,0,Asia/Bangkok,28,83,23,73,66,11.1,6.9,,,270,West,7,4,1007,29.75,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 28184 48376 11557 62706 10281 20230 39930 40073 56009 60023 71062 83556 333 58002 70024
4:00 AM +07 on June 29,2017,2017,6,29,4,0,Asia/Bangkok,28,82,22,72,66,9.3,5.8,,,270,West,7,4,1006,29.72,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 28214 48376 31557 62705 10277 20225 39920 40064 56009 71022 82536 333 58003
7:00 AM +07 on June 29,2017,2017,6,29,7,0,Asia/Bangkok,27,80,24,76,83,0,0,,,,,8,5,1008,29.77,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 29004 48376 11558 70000 10266 20243 39935 40079 52014 60024 71022 84556 333 20262 58004 70024
10:00 AM +07 on June 29,2017,2017,6,29,10,0,Asia/Bangkok,30,86,24,76,65,0,0,,,,,8,5,1009,29.79,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 29034 48376 31558 60000 10300 20243 39944 40087 52010 71022 82536 333 58007
1:00 PM +07 on June 29,2017,2017,6,29,13,0,Asia/Bangkok,32,90,25,77,59,3.7,2.3,,,170,South,7,4,1007,29.75,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 29064 48376 31557 71702 10320 20252 39930 40072 57014 71022 83576 333 58005 70024
4:00 PM +07 on June 29,2017,2017,6,29,16,0,Asia/Bangkok,34,92,25,77,53,7.4,4.6,,,180,South,7,4,1004,29.66,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 29094 48376 31557 61804 10335 20250 39903 40044 57027 70522 82936 333 59001
7:00 PM +07 on June 29,2017,2017,6,29,19,0,Asia/Bangkok,30,86,24,76,65,0,0,,,,,6,4,1005,29.68,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 29124 48376 31556 70000 10298 20244 39909 40051 51005 71022 83576 333 10340 59007 70024
10:00 PM +07 on June 29,2017,2017,6,29,22,0,Asia/Bangkok,27,80,25,77,88,0,0,,,,,6,4,1007,29.75,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 29154 48376 21556 60000 10267 20250 39929 40073 52021 71062 82576 333 59010 60027
1:00 AM +07 on June 30,2017,2017,6,30,1,0,Asia/Bangkok,26,80,25,77,86,0,0,,,,,7,4,1007,29.74,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 29184 48376 11557 60000 10264 20248 39927 40071 56002 60023 71062 82536 333 59002 70016
4:00 AM +07 on June 30,2017,2017,6,30,4,0,Asia/Bangkok,26,80,25,77,89,0,0,,,,,7,4,1007,29.73,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 29214 48376 31557 60000 10264 20251 39923 40067 56004 71022 82536 333 58003
7:00 AM +07 on June 30,2017,2017,6,30,7,0,Asia/Bangkok,26,79,25,77,90,0,0,,,,,6,4,1008,29.75,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 30004 48376 11556 60000 10260 20248 39931 40075 51008 60024 71022 83536 333 20255 59004 70016
10:00 AM +07 on June 30,2017,2017,6,30,10,0,Asia/Bangkok,30,86,23,74,59,0,0,,,,,6,4,1008,29.77,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 30034 48376 31556 60000 10300 20232 39936 40079 51006 71022 82556 333 59008
1:00 PM +07 on June 30,2017,2017,6,30,13,0,Asia/Bangkok,34,94,25,78,51,5.6,3.5,,,140,SE,7,4,1006,29.71,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 30064 48376 31557 61403 10345 20254 39921 40061 57016 70522 82936 333 59011 70016
4:00 PM +07 on June 30,2017,2017,6,30,16,0,Asia/Bangkok,29,84,26,79,81,0,0,,,,,8,5,1004,29.67,-999,-999,-9999,-9999,,,Light Rain,rain,0,1,0,0,0,0,AAXX 30094 48376 21558 60000 10290 20262 39902 40045 57018 72162 82576 333 58001 60047
7:00 PM +07 on June 30,2017,2017,6,30,19,0,Asia/Bangkok,28,82,23,74,71,5.6,3.5,,,250,WSW,6,4,1005,29.69,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 30124 48376 11556 72503 10278 20234 39910 40053 51008 60042 71062 83576 333 10348 58003 70054
10:00 PM +07 on June 30,2017,2017,6,30,22,0,Asia/Bangkok,26,79,25,76,89,0,0,,,,,4,2,1008,29.77,-999,-999,-9999,-9999,,,Light Rain,rain,0,1,0,0,0,0,AAXX 30154 48376 21540 60000 10260 20246 39936 40081 52026 76062 84576 333 58008 60016
1:00 AM +07 on June 01,2017,2017,6,1,1,0,Asia/Bangkok,26,78,25,77,96,0,0,,,,,3,2,1008,29.76,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 31184 48376 01530 80000 10257 20250 39932 40077 57013 60053 71096 8552/ 333 59010 60027 70050
4:00 AM +07 on June 01,2017,2017,6,1,4,0,Asia/Bangkok,26,78,25,77,95,0,0,,,,,4,2,1006,29.73,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 31214 48376 31540 80000 10256 20249 39921 40065 57011 71022 8552/ 333 59011
7:00 AM +07 on June 01,2017,2017,6,1,7,0,Asia/Bangkok,26,79,26,78,95,0,0,,,,,4,2,1008,29.77,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 01004 48376 11540 70000 10261 20255 39937 40081 52016 60054 71022 84556 333 20251 59009 70050
10:00 AM +07 on June 01,2017,2017,6,1,10,0,Asia/Bangkok,30,85,26,79,78,0,0,,,,,5,3,1009,29.79,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 01034 48376 31550 60000 10296 20262 39945 40088 51009 71022 82536 333 59016
1:00 PM +07 on June 01,2017,2017,6,1,13,0,Asia/Bangkok,33,91,26,79,61,0,0,,,,,5,3,1007,29.73,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 01064 48376 31550 60000 10329 20261 39925 40066 57021 71022 82236 333 59016 70050
4:00 PM +07 on June 01,2017,2017,6,1,16,0,Asia/Bangkok,32,90,27,81,68,5.6,3.5,,,150,SSE,4,2,1004,29.66,-999,-999,-9999,-9999,,,Thunderstorm,tstorms,0,0,0,0,1,0,AAXX 01094 48376 31540 61503 10325 20270 39903 40044 57022 71722 83966 333 59002
7:00 PM +07 on June 01,2017,2017,6,1,19,0,Asia/Bangkok,26,79,25,76,89,0,0,,,,,3,2,1007,29.73,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 01124 48376 01530 70000 10260 20246 39923 40068 52021 69982 71092 85576 333 10334 59002 69987 70053
10:00 PM +07 on June 01,2017,2017,6,1,22,0,Asia/Bangkok,26,79,25,77,93,0,0,,,,,4,2,1008,29.77,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 01154 48376 21540 50000 10262 20252 39935 40079 52011 71062 82536 333 59011 69937
1:00 AM +07 on June 02,2017,2017,6,2,1,0,Asia/Bangkok,27,80,26,78,91,0,0,,,,,10,6,1007,29.75,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 01184 48380 32560 60000 10268 20255 39980 40074 57006 81576 333 59006 70016
4:00 AM +07 on June 02,2017,2017,6,2,4,0,Asia/Bangkok,26,79,25,78,95,0,0,,,,,10,6,1007,29.73,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 01214 48380 32560 60000 10263 20254 39974 40068 57006 81576 333 59003
7:00 AM +07 on June 02,2017,2017,6,2,7,0,Asia/Bangkok,27,81,26,78,89,3.7,2.3,,,110,ESE,10,6,1009,29.79,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 02004 48380 12560 61102 10271 20257 39992 40086 52018 60024 82276 333 20262 59001 70016
10:00 AM +07 on June 02,2017,2017,6,2,10,0,Asia/Bangkok,30,86,25,77,69,5.6,3.5,,,60,ENE,12,7,1010,29.82,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 02034 48380 32562 50603 10298 20251 30005 40097 52012 81545 333 58005
1:00 PM +07 on June 02,2017,2017,6,2,13,0,Asia/Bangkok,34,92,25,77,53,5.6,3.5,,,10,North,12,7,1008,29.76,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 02064 48380 32562 30103 10336 20250 39986 40077 57019 82241 333 58004 70016
4:00 PM +07 on June 02,2017,2017,6,2,16,0,Asia/Bangkok,31,88,28,82,76,3.7,2.3,,,250,WSW,10,6,1005,29.68,-999,-999,-9999,-9999,,,Partly Cloudy,partlycloudy,0,0,0,0,0,0,AAXX 02094 48380 21560 42502 10312 20275 39960 40051 57026 70396 82943 333 58002 60037
7:00 PM +07 on June 02,2017,2017,6,2,19,0,Asia/Bangkok,30,85,26,79,76,0,0,,,,,10,6,1006,29.7,-999,-999,-9999,-9999,,,Thunderstorm,tstorms,0,0,0,0,1,0,AAXX 02124 48380 01560 60000 10297 20259 39965 40057 52005 60032 71796 82946 333 10339 59008 69915 70030
10:00 PM +07 on June 02,2017,2017,6,2,22,0,Asia/Bangkok,28,82,26,78,85,0,0,,,,,8,5,1008,29.78,-999,-999,-9999,-9999,,,Light Rain,rain,0,1,0,0,0,0,AAXX 02154 48380 21558 80000 10276 20256 39990 40083 52025 76092 8357/ 333 58004 69915
1:00 AM +07 on June 11,2017,2017,6,11,1,0,Asia/Bangkok,26,79,25,77,92,0,0,,,,,4,2,1008,29.78,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 10184 48376 31540 80000 10260 20250 39940 40084 56002 71022 84576 333 58004 70060
4:00 AM +07 on June 11,2017,2017,6,11,4,0,Asia/Bangkok,26,79,25,77,92,0,0,,,,,4,2,1007,29.75,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 10214 48376 31540 70000 10259 20250 39930 40074 57010 71022 83576 333 58009
7:00 AM +07 on June 11,2017,2017,6,11,7,0,Asia/Bangkok,26,78,25,78,99,0,0,,,,,5,3,1008,29.78,-999,-999,-9999,-9999,,,Light Rain,rain,0,1,0,0,0,0,AAXX 11004 48376 01550 80000 10258 20254 39938 40082 52008 60074 72162 84576 333 20256 58001 69987 70068
10:00 AM +07 on June 11,2017,2017,6,11,10,0,Asia/Bangkok,28,82,25,78,83,0,0,,,,,4,2,1009,29.81,-999,-999,-9999,-9999,,,Light Rain,rain,0,1,0,0,0,0,AAXX 11034 48376 21540 80000 10277 20253 39949 40093 52011 76162 84576 333 58008 69956
1:00 PM +07 on June 11,2017,2017,6,11,13,0,Asia/Bangkok,30,85,24,76,68,3.7,2.3,,,270,West,5,3,1009,29.79,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 11064 48376 01550 72702 10295 20245 39945 40087 56005 69961 71062 83579 333 58017 69917 70074
4:00 PM +07 on June 11,2017,2017,6,11,16,0,Asia/Bangkok,30,86,25,77,68,9.3,5.8,,,260,West,5,3,1006,29.72,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 11094 48376 31550 72605 10301 20250 39922 40064 57023 71022 83576 333 58011
7:00 PM +07 on June 11,2017,2017,6,11,19,0,Asia/Bangkok,28,83,26,80,87,0,0,,,,,4,2,1007,29.74,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 11124 48376 31540 70000 10282 20265 39927 40070 51005 71022 83576 333 10310 58008 70014
10:00 PM +07 on June 11,2017,2017,6,11,22,0,Asia/Bangkok,27,81,26,79,92,0,0,,,,,4,2,1008,29.78,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 11154 48376 31540 60000 10273 20262 39941 40085 52014 71022 82536 333 59001
1:00 AM +07 on June 15,2017,2017,6,15,1,0,Asia/Bangkok,26,79,22,72,74,0,0,,,,,5,3,1010,29.84,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 14184 48376 31550 60000 10263 20223 39959 40103 56003 71022 83536 333 58018
4:00 AM +07 on June 15,2017,2017,6,15,4,0,Asia/Bangkok,26,79,24,75,85,3.7,2.3,,,60,ENE,5,3,1010,29.81,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 14214 48376 31550 60602 10260 20241 39950 40095 56008 71022 82536 333 58007
7:00 AM +07 on June 15,2017,2017,6,15,7,0,Asia/Bangkok,26,79,24,75,85,0,0,,,,,4,2,1010,29.83,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 15004 48376 31540 70000 10259 20240 39956 40100 51005 71022 83576 333 20254 58013
1:00 PM +07 on June 15,2017,2017,6,15,13,0,Asia/Bangkok,31,88,22,71,47,13,8.1,,,270,West,6,4,1010,29.83,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 15064 48376 31556 72707 10310 20215 39958 40100 56003 70522 83576 333 58014
4:00 PM +07 on June 15,2017,2017,6,15,16,0,Asia/Bangkok,31,88,21,70,47,9.3,5.8,,,280,West,5,3,1008,29.77,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 15094 48376 31550 62805 10310 20213 39939 40081 57019 70522 83536 333 58014
7:00 PM +07 on June 15,2017,2017,6,15,19,0,Asia/Bangkok,30,85,22,72,56,0,0,,,,,4,2,1008,29.76,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 15124 48376 31540 60000 10297 20220 39935 40077 56004 70522 82536 333 10315 58000
10:00 PM +07 on June 15,2017,2017,6,15,22,0,Asia/Bangkok,28,82,22,72,64,3.7,2.3,,,260,West,4,2,1010,29.82,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 15154 48376 31540 52602 10280 20221 39954 40098 52020 71022 82536 333 59008
1:00 AM +07 on June 14,2017,2017,6,14,1,0,Asia/Bangkok,26,78,25,77,94,0,0,,,,,5,3,1009,29.8,-999,-999,-9999,-9999,,,Light Rain,rain,0,1,0,0,0,0,AAXX 13184 48380 01550 80000 10255 20248 39997 40091 57002 60023 76162 8657/ 333 58017 60026 70020
4:00 AM +07 on June 14,2017,2017,6,14,4,0,Asia/Bangkok,26,79,25,77,90,0,0,,,,,10,6,1009,29.79,-999,-999,-9999,-9999,,,Partly Cloudy,partlycloudy,0,0,0,0,0,0,AAXX 13214 48380 21460 80000 10262 20248 39993 40086 57004 70262 8377/ 333 58016 69907
7:00 AM +07 on June 14,2017,2017,6,14,7,0,Asia/Bangkok,26,79,25,77,91,5.6,3.5,,,140,SE,10,6,1009,29.8,-999,-999,-9999,-9999,,,Partly Cloudy,partlycloudy,0,0,0,0,0,0,AAXX 14004 48380 11560 81403 10263 20249 39995 40089 54000 60024 70262 82577 333 20253 58010 70020
10:00 AM +07 on June 14,2017,2017,6,14,10,0,Asia/Bangkok,29,85,25,77,71,3.7,2.3,,,350,North,15,9,1010,29.81,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 14034 48380 32565 43502 10292 20249 30003 40095 52007 82545 333 58001
1:00 PM +07 on June 14,2017,2017,6,14,13,0,Asia/Bangkok,32,90,25,77,57,5.6,3.5,,,20,NNE,15,9,1009,29.8,-999,-999,-9999,-9999,,,Mostly Cloudy,mostlycloudy,0,0,0,0,0,0,AAXX 14064 48380 32565 70203 10322 20248 39999 40090 57004 85546 333 58014 70020
4:00 PM +07 on June 14,2017,2017,6,14,16,0,Asia/Bangkok,33,91,24,76,53,7.4,4.6,,,90,East,15,9,1007,29.75,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 14094 48380 32565 30904 10330 20245 39981 40072 57018 82943 333 58010
7:00 PM +07 on June 14,2017,2017,6,14,19,0,Asia/Bangkok,30,86,24,76,66,7.4,4.6,,,130,SE,10,6,1008,29.76,-999,-999,-9999,-9999,,,Thunderstorm,tstorms,0,0,0,0,1,0,AAXX 14124 48380 01560 81304 10302 20245 39983 40076 52003 69902 71762 84976 333 10333 58005 69906 70020
10:00 PM +07 on June 14,2017,2017,6,14,22,0,Asia/Bangkok,26,80,25,77,89,0,0,,,,,5,3,1011,29.86,-999,-999,-9999,-9999,,,Thunderstorms and Rain,tstorms,0,1,0,0,1,0,AAXX 14154 48380 21550 80000 10265 20251 30018 40112 52035 79599 8492/ 333 58021 60197
1:00 AM +07 on June 17,2017,2017,6,17,1,0,Asia/Bangkok,28,83,22,72,62,14.8,9.2,,,270,West,6,4,1008,29.78,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 16184 48376 31556 22708 10284 20223 39940 40084 57011 71010 82505 333 59013
4:00 AM +07 on June 17,2017,2017,6,17,4,0,Asia/Bangkok,28,83,22,72,63,11.1,6.9,,,280,West,6,4,1008,29.76,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 16214 48376 31556 62806 10282 20224 39932 40076 56008 71020 83536 333 59017
7:00 AM +07 on June 17,2017,2017,6,17,7,0,Asia/Bangkok,27,81,23,73,71,5.6,3.5,,,240,WSW,7,4,1008,29.77,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 17004 48376 31557 72403 10274 20228 39937 40080 51004 71020 84536 333 20268 59020
10:00 AM +07 on June 17,2017,2017,6,17,10,0,Asia/Bangkok,30,87,24,75,59,14.8,9.2,,,270,West,10,6,1008,29.77,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 17034 48376 32560 62708 10305 20237 39936 40079 54000 82536 333 59028
1:00 PM +07 on June 17,2017,2017,6,17,13,0,Asia/Bangkok,32,89,25,76,59,9.3,5.8,,,270,West,10,6,1007,29.74,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 17064 48376 32560 52705 10318 20247 39928 40070 56009 82536 333 59018
4:00 PM +07 on June 17,2017,2017,6,17,16,0,Asia/Bangkok,34,93,24,76,49,14.8,9.2,,,250,WSW,8,5,1004,29.67,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 17094 48376 31558 32508 10340 20243 39905 40045 57023 70510 82235 333 59023
7:00 PM +07 on June 17,2017,2017,6,17,19,0,Asia/Bangkok,29,84,23,74,64,14.8,9.2,,,270,West,8,5,1006,29.7,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 17124 48376 31558 32708 10290 20232 39915 40058 52010 71010 82235 333 10350 59013
10:00 PM +07 on June 17,2017,2017,6,17,22,0,Asia/Bangkok,29,84,22,72,59,11.1,6.9,,,260,West,7,4,1008,29.77,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 17154 48376 31557 22606 10288 20221 39937 40081 52022 71000 82205 333 59014
1:00 AM +07 on June 10,2017,2017,6,10,1,0,Asia/Bangkok,25,78,25,77,95,0,0,,,,,5,3,1008,29.77,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 09184 48376 11550 80000 10253 20249 39935 40080 56007 60273 71092 84576 333 58016 70272
4:00 AM +07 on June 10,2017,2017,6,10,4,0,Asia/Bangkok,25,78,25,77,94,0,0,,,,,4,2,1006,29.73,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 09214 48376 31540 80000 10254 20248 39921 40065 57014 71022 84576 333 58005
7:00 AM +07 on June 10,2017,2017,6,10,7,0,Asia/Bangkok,26,78,25,77,95,0,0,,,,,3,2,1008,29.77,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 10004 48376 11530 80000 10256 20249 39936 40081 52015 60274 71022 8552/ 333 20253 58014 70272
10:00 AM +07 on June 10,2017,2017,6,10,10,0,Asia/Bangkok,27,81,24,75,78,0,0,,,,,4,2,1008,29.78,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 10034 48376 31540 70000 10273 20241 39941 40085 51005 71022 83576 333 58013
1:00 PM +07 on June 10,2017,2017,6,10,13,0,Asia/Bangkok,31,87,26,78,69,0,0,,,,,7,4,1007,29.74,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 10064 48376 31557 60000 10308 20257 39928 40070 57013 71022 83336 333 58019 70272
4:00 PM +07 on June 10,2017,2017,6,10,16,0,Asia/Bangkok,29,84,25,77,73,11.1,6.9,,,270,West,4,2,1005,29.69,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 10094 48376 21540 82706 10288 20248 39910 40053 57018 71062 84576 333 58016 60067
7:00 PM +07 on June 10,2017,2017,6,10,19,0,Asia/Bangkok,28,82,24,74,72,9.3,5.8,,,270,West,4,2,1006,29.72,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 10124 48376 11540 72705 10280 20236 39919 40062 51009 60062 71062 83576 333 10310 58011 70100
10:00 PM +07 on June 10,2017,2017,6,10,22,0,Asia/Bangkok,26,80,25,77,89,0,0,,,,,4,2,1009,29.79,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 10154 48376 31540 70000 10265 20251 39942 40086 52023 71022 83576 333 59001
1:00 AM +07 on June 13,2017,2017,6,13,1,0,Asia/Bangkok,28,83,23,73,65,7.4,4.6,,,260,West,5,3,1008,29.77,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 12184 48376 31550 22604 10282 20229 39936 40079 54000 71020 82205 333 59011
4:00 AM +07 on June 13,2017,2017,6,13,4,0,Asia/Bangkok,27,80,24,75,80,0,0,,,,,5,3,1006,29.73,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 12214 48376 31550 60000 10266 20238 39921 40065 57015 71020 83536 333 59020
7:00 AM +07 on June 13,2017,2017,6,13,7,0,Asia/Bangkok,27,80,24,76,83,5.6,3.5,,,280,West,6,4,1008,29.76,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 13004 48376 31556 82803 10269 20243 39933 40076 52011 71020 8552/ 333 20261 59006
10:00 AM +07 on June 13,2017,2017,6,13,10,0,Asia/Bangkok,30,86,25,77,68,0,0,,,,,6,4,1009,29.81,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 13034 48376 31556 60000 10300 20250 39950 40093 52018 71022 83536 333 58006
1:00 PM +07 on June 13,2017,2017,6,13,13,0,Asia/Bangkok,32,90,25,77,58,3.7,2.3,,,170,South,7,4,1008,29.77,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 13064 48376 31557 61702 10323 20251 39937 40079 57013 71022 82336 333 58003
4:00 PM +07 on June 13,2017,2017,6,13,16,0,Asia/Bangkok,27,81,25,78,87,11.1,6.9,,,300,WNW,2,1,1008,29.75,-999,-999,-9999,-9999,,,Thunderstorms and Rain,tstorms,0,1,0,0,1,0,AAXX 13094 48376 21420 83006 10273 20254 39931 40075 56006 79522 85976 333 58022 60225
7:00 PM +07 on June 13,2017,2017,6,13,19,0,Asia/Bangkok,28,82,24,76,77,9.3,5.8,,,270,West,7,4,1007,29.75,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 13124 48376 01557 72705 10277 20244 39931 40074 54000 60262 71092 84976 333 10333 58018 60057 70264
10:00 PM +07 on June 13,2017,2017,6,13,22,0,Asia/Bangkok,28,82,24,74,72,5.6,3.5,,,260,West,6,4,1009,29.81,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 13154 48376 31556 62603 10277 20235 39948 40092 52017 71022 83536 333 58013
1:00 AM +07 on June 12,2017,2017,6,12,1,0,Asia/Bangkok,26,80,25,77,89,0,0,,,,,4,2,1009,29.8,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 11184 48376 31540 60000 10265 20251 39946 40090 51005 71022 82536 333 58006 70014
4:00 AM +07 on June 12,2017,2017,6,12,4,0,Asia/Bangkok,26,78,24,75,86,0,0,,,,,4,2,1008,29.78,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 11214 48376 31540 60000 10255 20237 39940 40085 56006 71022 82536 333 58011
7:00 AM +07 on June 12,2017,2017,6,12,7,0,Asia/Bangkok,25,77,24,74,90,0,0,,,,,4,2,1008,29.78,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 12004 48376 11540 60000 10248 20236 39937 40082 56003 69964 71022 82336 333 20243 58000 70006
10:00 AM +07 on June 12,2017,2017,6,12,10,0,Asia/Bangkok,30,85,23,74,62,7.4,4.6,,,80,East,8,5,1009,29.79,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 12034 48376 31558 60804 10297 20233 39945 40087 51007 71022 83536 333 59006
