pretty,year,mon,mday,hour,min,tzname,utcdate,tempm,tempi,dewptm,dewpti,hum,wspdm,wspdi,wgustm,wgusti,wdird,wdire,vism,visi,pressurem,pressurei,windchillm,windchilli,heatindexm,heatindexi,precipm,precipi,conds,icon,fog,rain,snow,hail,thunder,tornado,metar
4:00 PM +07 on April 13,2017,2017,4,13,16,0,Asia/Bangkok,39,102,23,73,30,16.7,10.4,,,160,SSE,12,7,1006,29.71,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 13094 48380 32562 41609 10388 20226 39971 40061 57032 82535 333 58015
7:00 PM +07 on April 13,2017,2017,4,13,19,0,Asia/Bangkok,35,95,23,73,40,0,0,,,,,12,7,1007,29.75,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 13124 48380 32462 60000 10348 20228 39982 40073 52011 82976 333 10388 58026
10:00 PM +07 on April 13,2017,2017,4,13,22,0,Asia/Bangkok,31,88,22,72,51,14.8,9.2,,,100,East,10,6,1012,29.89,-999,-999,-9999,-9999,,,Thunderstorm,tstorms,0,0,0,0,1,0,AAXX 13154 48380 31460 61008 10313 20224 30027 40120 52045 71722 82976 333 58042
1:00 AM +07 on April 14,2017,2017,4,14,1,0,Asia/Bangkok,26,78,24,75,88,5.6,3.5,,,210,SSW,10,6,1013,29.91,-999,-999,-9999,-9999,,,Thunderstorms and Rain,tstorms,0,1,0,0,1,0,AAXX 13184 48380 01460 82103 10257 20239 30035 40129 52008 60033 79592 8697/ 333 58043 60036 70033
4:00 AM +07 on April 14,2017,2017,4,14,4,0,Asia/Bangkok,23,74,22,71,89,1.9,1.2,,,10,North,10,6,1012,29.88,-999,-999,-9999,-9999,,,Partly Cloudy,partlycloudy,0,0,0,0,0,0,AAXX 13214 48380 21560 80101 10233 20219 30023 40118 57012 70292 8357/ 333 58038 60037
7:00 AM +07 on April 14,2017,2017,4,14,7,0,Asia/Bangkok,24,76,23,73,89,0,0,,,,,10,6,1013,29.93,-999,-999,-9999,-9999,,,Partly Cloudy,partlycloudy,0,0,0,0,0,0,AAXX 14004 48380 11560 80000 10245 20230 30038 40133 52015 60064 70292 8257/ 333 20228 58025 70058
10:00 AM +07 on April 14,2017,2017,4,14,10,0,Asia/Bangkok,29,85,22,72,58,5.6,3.5,,,290,WNW,12,7,1014,29.95,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 14034 48380 32562 62903 10293 20225 30048 40141 52009 81276 333 58014
1:00 PM +07 on April 14,2017,2017,4,14,13,0,Asia/Bangkok,33,92,23,73,46,13,8.1,,,160,SSE,12,7,1011,29.86,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 14064 48380 32562 21607 10333 20230 30020 40112 57027 82205 333 58018 70058
4:00 PM +07 on April 14,2017,2017,4,14,16,0,Asia/Bangkok,35,95,23,73,40,3.7,2.3,,,40,NE,12,7,1007,29.75,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 14094 48380 32562 20402 10352 20230 39982 40073 57038 82201 333 58012
7:00 PM +07 on April 14,2017,2017,4,14,19,0,Asia/Bangkok,33,92,24,76,50,0,0,,,,,12,7,1008,29.76,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 14124 48380 32462 50000 10332 20242 39984 40076 52002 81936 333 10354 58002 70058
10:00 PM +07 on April 14,2017,2017,4,14,22,0,Asia/Bangkok,30,87,23,73,56,1.9,1.2,,,50,NE,10,6,1011,29.86,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 14154 48380 31460 50501 10303 20230 30017 40109 52033 71322 82936 333 59010
1:00 AM +07 on April 15,2017,2017,4,15,1,0,Asia/Bangkok,25,77,23,73,84,0,0,,,,,3,2,1013,29.92,-999,-999,-9999,-9999,,,Thunderstorms and Rain,tstorms,0,1,0,0,1,0,AAXX 14184 48376 01430 70000 10250 20228 39985 40131 51010 60043 79592 84966 333 58002 60045 70040
4:00 AM +07 on April 15,2017,2017,4,15,4,0,Asia/Bangkok,24,75,22,72,89,0,0,,,,,3,2,1011,29.86,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 14214 48376 21530 60000 10240 20225 39967 40112 57019 71092 82536 333 59004 60037
7:00 AM +07 on April 15,2017,2017,4,15,7,0,Asia/Bangkok,24,75,23,73,91,0,0,,,,,4,2,1012,29.88,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 15004 48376 11540 50000 10240 20227 39973 40119 51007 60074 71092 82556 333 20234 59011 70074
10:00 AM +07 on April 15,2017,2017,4,15,10,0,Asia/Bangkok,28,83,23,74,67,0,0,,,,,4,2,1012,29.9,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 15034 48376 31540 50000 10282 20232 39979 40123 51006 71022 82256 333 59019
1:00 PM +07 on April 15,2017,2017,4,15,13,0,Asia/Bangkok,33,92,23,74,46,0,0,,,,,5,3,1009,29.81,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 15064 48376 31550 20000 10333 20232 39952 40093 57027 70520 81235 333 59014 70074
4:00 PM +07 on April 15,2017,2017,4,15,16,0,Asia/Bangkok,31,87,25,76,64,0,0,,,,,5,3,1007,29.73,-999,-999,-9999,-9999,,,Thunderstorms and Rain,tstorms,0,1,0,0,1,0,AAXX 15094 48376 21550 60000 10308 20247 39924 40066 57028 79592 83966 333 59001 69925
7:00 PM +07 on April 15,2017,2017,4,15,19,0,Asia/Bangkok,28,83,26,79,84,0,0,,,,,4,2,1007,29.75,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 15124 48376 01540 70000 10285 20261 39929 40072 51005 69952 71096 83536 333 10345 59011 69937 70079
10:00 PM +07 on April 15,2017,2017,4,15,22,0,Asia/Bangkok,26,79,22,72,73,0,0,,,,,4,2,1010,29.83,-999,-999,-9999,-9999,,,Thunderstorms and Rain,tstorms,0,1,0,0,1,0,AAXX 15154 48376 21440 60000 10263 20221 39956 40101 52027 79592 83966 333 59019 69995
1:00 AM +07 on April 16,2017,2017,4,16,1,0,Asia/Bangkok,24,75,22,72,87,3.7,2.3,,,330,NNW,4,2,1010,29.83,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 15184 48376 11540 63302 10240 20222 39955 40101 56001 60013 71092 82536 333 59030 70048
4:00 AM +07 on April 16,2017,2017,4,16,4,0,Asia/Bangkok,24,75,22,72,88,0,0,,,,,4,2,1008,29.78,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 15214 48376 31540 50000 10237 20223 39938 40084 57017 71022 82536 333 59029
7:00 AM +07 on April 16,2017,2017,4,16,7,0,Asia/Bangkok,24,76,23,73,86,0,0,,,,,5,3,1010,29.84,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 16004 48376 11550 60000 10242 20226 39958 40103 52020 60014 71022 82536 333 20235 59016 70014
10:00 AM +07 on April 16,2017,2017,4,16,10,0,Asia/Bangkok,29,84,24,75,67,7.4,4.6,,,90,East,6,4,1011,29.86,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 16034 48376 31556 50904 10289 20237 39966 40109 51008 71022 82536 333 59014
1:00 PM +07 on April 16,2017,2017,4,16,13,0,Asia/Bangkok,33,91,22,71,42,9.3,5.8,,,100,East,6,4,1009,29.79,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 16064 48376 31556 61005 10330 20215 39945 40086 57021 70522 82536 333 59007 70014
4:00 PM +07 on April 16,2017,2017,4,16,16,0,Asia/Bangkok,36,96,20,67,29,11.1,6.9,,,110,ESE,5,3,1005,29.68,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 16094 48376 31550 51106 10357 20196 39911 40051 57034 70522 82536 333 59016
10:00 PM +07 on April 16,2017,2017,4,16,22,0,Asia/Bangkok,31,87,21,70,49,5.6,3.5,,,170,South,5,3,1009,29.8,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 16154 48376 31550 51703 10307 20213 39946 40089 52030 70522 82536 333 59012
1:00 AM +07 on April 17,2017,2017,4,17,1,0,Asia/Bangkok,29,84,22,71,57,7.4,4.6,,,260,West,5,3,1010,29.82,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 16184 48376 31550 72604 10288 20217 39953 40096 51007 71022 83536 333 59004
4:00 AM +07 on April 17,2017,2017,4,17,4,0,Asia/Bangkok,27,80,23,73,75,0,0,,,,,4,2,1008,29.77,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 16214 48376 31540 60000 10268 20230 39935 40079 57019 71022 82536 333 59005
7:00 AM +07 on April 17,2017,2017,4,17,7,0,Asia/Bangkok,27,80,23,74,77,0,0,,,,,5,3,1010,29.81,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 17004 48376 31550 70000 10266 20234 39951 40095 52016 71022 84536 333 20263 59008
10:00 AM +07 on April 17,2017,2017,4,17,10,0,Asia/Bangkok,27,81,24,75,78,5.6,3.5,,,180,South,3,2,1012,29.89,-999,-999,-9999,-9999,,,Light Rain,rain,0,1,0,0,0,0,AAXX 17034 48376 21530 81803 10270 20241 39977 40121 52026 76022 8552/ 333 58012 60015
1:00 PM +07 on April 17,2017,2017,4,17,13,0,Asia/Bangkok,28,82,24,76,76,9.3,5.8,,,280,West,3,2,1010,29.84,-999,-999,-9999,-9999,,,Light Rain,rain,0,1,0,0,0,0,AAXX 17064 48376 01530 82805 10275 20242 39959 40104 57017 60021 76062 8552/ 333 58017 60017 70024
4:00 PM +07 on April 17,2017,2017,4,17,16,0,Asia/Bangkok,30,87,24,75,61,5.6,3.5,,,280,West,5,3,1008,29.76,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 17094 48376 31550 62803 10303 20241 39935 40078 57024 71022 83536 333 58027
7:00 PM +07 on April 17,2017,2017,4,17,19,0,Asia/Bangkok,29,85,21,71,53,9.3,5.8,,,260,West,5,3,1009,29.79,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 17124 48376 31550 62605 10292 20214 39944 40087 51009 70522 83536 333 10308 58029 70024
10:00 PM +07 on April 17,2017,2017,4,17,22,0,Asia/Bangkok,28,82,23,73,67,5.6,3.5,,,260,West,5,3,1011,29.86,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 17154 48376 31550 22603 10276 20226 39965 40109 52021 71010 82205 333 58020
1:00 AM +07 on April 18,2017,2017,4,18,1,0,Asia/Bangkok,26,79,22,72,72,5.6,3.5,,,310,NW,5,3,1010,29.84,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 17184 48376 31550 23103 10260 20220 39960 40105 56005 71010 82505 333 58008 70024
4:00 AM +07 on April 18,2017,2017,4,18,4,0,Asia/Bangkok,25,77,22,71,78,0,0,,,,,4,2,1010,29.83,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 17214 48376 31540 20000 10252 20219 39954 40099 56006 71000 82535 333 58020
7:00 AM +07 on April 18,2017,2017,4,18,7,0,Asia/Bangkok,25,76,22,72,86,0,0,,,,,5,3,1010,29.84,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 18004 48376 11550 60000 10247 20225 39958 40103 51004 60024 71020 82536 333 20239 58008 70024
10:00 AM +07 on April 18,2017,2017,4,18,10,0,Asia/Bangkok,31,89,23,73,51,3.7,2.3,,,240,WSW,5,3,1011,29.86,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 18034 48376 31550 52402 10314 20228 39969 40111 52011 70522 82536 333 59010
1:00 PM +07 on April 18,2017,2017,4,18,13,0,Asia/Bangkok,35,95,21,70,34,9.3,5.8,,,250,WSW,5,3,1008,29.78,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 18064 48376 31550 62505 10349 20210 39944 40085 57025 70522 82236 333 59019
4:00 PM +07 on April 18,2017,2017,4,18,16,0,Asia/Bangkok,34,92,22,71,42,0,0,,,,,6,4,1006,29.71,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 18094 48376 31556 60000 10336 20219 39919 40060 57025 70522 83236 333 59018
7:00 PM +07 on April 18,2017,2017,4,18,19,0,Asia/Bangkok,31,88,23,74,54,0,0,,,,,5,3,1007,29.73,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 18124 48376 31550 50000 10310 20232 39926 40068 51007 70522 82536 333 10364 59019
1:00 AM +07 on April 19,2017,2017,4,19,1,0,Asia/Bangkok,28,83,22,71,59,5.6,3.5,,,240,WSW,4,2,1008,29.78,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 18184 48376 31940 22403 10282 20216 39941 40085 56004 71010 80005 333 59020
4:00 AM +07 on April 19,2017,2017,4,19,4,0,Asia/Bangkok,27,81,21,70,61,0,0,,,,,4,2,1008,29.76,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 18214 48376 31940 00000 10270 20210 39932 40076 56009 71000 333 59023
7:00 AM +07 on April 19,2017,2017,4,19,7,0,Asia/Bangkok,27,81,21,70,61,7.4,4.6,,,250,WSW,5,3,1009,29.8,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 19004 48376 31950 22504 10273 20210 39947 40091 52015 71000 80005 333 20264 59012
10:00 AM +07 on April 19,2017,2017,4,19,10,0,Asia/Bangkok,32,90,21,71,43,0,0,,,,,5,3,1010,29.83,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 19034 48376 31550 20000 10325 20214 39961 40102 52014 70500 81505 333 59009
1:00 PM +07 on April 19,2017,2017,4,19,13,0,Asia/Bangkok,35,95,20,68,32,14.8,9.2,,,260,West,6,4,1008,29.77,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 19064 48376 31556 32608 10348 20202 39939 40079 57022 70500 82305 333 59006
4:00 PM +07 on April 19,2017,2017,4,19,16,0,Asia/Bangkok,36,98,19,67,27,14.8,9.2,,,270,West,6,4,1005,29.69,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 19094 48376 31556 22708 10365 20194 39914 40053 57025 70500 81205 333 59007
7:00 PM +07 on April 19,2017,2017,4,19,19,0,Asia/Bangkok,33,91,21,70,40,0,0,,,,,5,3,1006,29.71,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 19124 48376 31950 20000 10327 20210 39920 40061 51006 70500 80005 333 10368 59008
10:00 PM +07 on April 19,2017,2017,4,19,22,0,Asia/Bangkok,30,86,21,70,49,9.3,5.8,,,280,West,4,2,1009,29.79,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 19154 48376 31940 02805 10300 20210 39943 40086 52023 70500 333 59002
1:00 AM +07 on April 21,2017,2017,4,21,1,0,Asia/Bangkok,28,82,19,66,48,11.1,6.9,,,250,WSW,5,3,1008,29.78,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 20184 48376 31950 02506 10280 20187 39941 40085 56001 70500 333 58003
7:00 AM +07 on April 21,2017,2017,4,21,7,0,Asia/Bangkok,27,81,18,65,48,11.1,6.9,,,250,WSW,5,3,1010,29.82,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 21004 48376 31950 02506 10273 20182 39953 40097 52018 70500 333 20266 59001
10:00 AM +07 on April 21,2017,2017,4,21,10,0,Asia/Bangkok,32,89,20,69,42,14.8,9.2,,,270,West,5,3,1011,29.87,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 21034 48376 31950 02708 10317 20204 39971 40113 52018 70500 333 58001
1:00 PM +07 on April 21,2017,2017,4,21,13,0,Asia/Bangkok,35,95,18,64,27,14.8,9.2,,,250,WSW,5,3,1008,29.78,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 21064 48376 31950 02508 10351 20179 39942 40082 57029 70500 333 58004
4:00 PM +07 on April 21,2017,2017,4,21,16,0,Asia/Bangkok,36,97,18,64,24,16.7,10.4,,,270,West,10,6,1006,29.7,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 21094 48376 31960 02709 10359 20176 39916 40056 57026 70500 333 58002
7:00 PM +07 on April 21,2017,2017,4,21,19,0,Asia/Bangkok,32,90,17,63,31,13,8.1,,,280,West,4,2,1006,29.72,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 21124 48376 31940 02807 10321 20172 39923 40064 51006 70500 333 10363 59001
10:00 PM +07 on April 21,2017,2017,4,21,22,0,Asia/Bangkok,30,85,20,69,49,13,8.1,,,270,West,4,2,1009,29.8,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 21154 48376 31940 02707 10296 20204 39946 40089 52023 70500 333 58004
1:00 AM +07 on April 22,2017,2017,4,22,1,0,Asia/Bangkok,28,83,18,64,42,18.5,11.5,,,260,West,4,2,1009,29.81,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 21184 48376 31940 02610 10283 20176 39950 40093 51004 70500 333 58009
4:00 AM +07 on April 22,2017,2017,4,22,4,0,Asia/Bangkok,27,81,21,69,60,14.8,9.2,,,260,West,4,2,1008,29.78,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 21214 48376 31940 02608 10272 20207 39939 40083 57011 71000 333 58004
7:00 AM +07 on April 22,2017,2017,4,22,7,0,Asia/Bangkok,28,82,21,70,59,14.8,9.2,,,260,West,4,2,1010,29.82,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 22004 48376 31940 02608 10276 20211 39952 40096 52013 71000 333 20268 59001
10:00 AM +07 on April 22,2017,2017,4,22,10,0,Asia/Bangkok,33,91,22,72,44,9.3,5.8,,,260,West,5,3,1010,29.84,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 22034 48376 31950 02605 10330 20222 39964 40105 52011 70500 333 59008
1:00 PM +07 on April 22,2017,2017,4,22,13,0,Asia/Bangkok,36,98,21,69,30,7.4,4.6,,,260,West,4,2,1007,29.74,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 22064 48376 31540 22604 10365 20207 39932 40071 57032 70500 81205 333 59011
4:00 PM +07 on April 22,2017,2017,4,22,16,0,Asia/Bangkok,38,100,20,67,25,14.8,9.2,,,270,West,4,2,1004,29.65,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 22094 48376 31940 02708 10377 20196 39901 40040 57031 70500 333 59016
7:00 PM +07 on April 22,2017,2017,4,22,19,0,Asia/Bangkok,34,92,21,70,38,14.8,9.2,,,270,West,4,2,1005,29.68,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 22124 48376 31940 02708 10335 20209 39910 40050 51009 70500 333 10386 59014
10:00 PM +07 on April 22,2017,2017,4,22,22,0,Asia/Bangkok,31,87,22,72,51,9.3,5.8,,,260,West,3,2,1008,29.77,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 22154 48376 31930 02605 10307 20220 39937 40079 52027 70500 333 59010
1:00 AM +07 on April 23,2017,2017,4,23,1,0,Asia/Bangkok,29,85,19,66,43,13,8.1,,,260,West,3,2,1008,29.76,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 22184 48376 31930 02607 10293 20188 39935 40078 56002 70500 333 59016
4:00 AM +07 on April 23,2017,2017,4,23,4,0,Asia/Bangkok,29,84,16,61,36,9.3,5.8,,,250,WSW,4,2,1007,29.75,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 22214 48376 31940 02505 10290 20163 39931 40074 56004 70500 333 59009
7:00 AM +07 on April 23,2017,2017,4,23,7,0,Asia/Bangkok,28,83,18,65,45,14.8,9.2,,,270,West,4,2,1010,29.81,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 23004 48376 31940 02708 10281 20184 39951 40095 52020 70500 333 20276 59002
10:00 AM +07 on April 23,2017,2017,4,23,10,0,Asia/Bangkok,32,90,20,69,40,18.5,11.5,,,270,West,4,2,1011,29.85,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 23034 48376 31940 02710 10325 20205 39965 40107 52014 70500 333 58002
1:00 PM +07 on April 23,2017,2017,4,23,13,0,Asia/Bangkok,36,96,21,69,32,18.5,11.5,,,250,WSW,4,2,1009,29.8,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 23064 48376 31540 22510 10355 20207 39950 40090 57015 70500 82205 333 58019
4:00 PM +07 on April 23,2017,2017,4,23,16,0,Asia/Bangkok,36,96,20,68,31,13,8.1,,,270,West,4,2,1006,29.71,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 23094 48376 31940 02707 10357 20202 39920 40060 57030 70500 333 58020
7:00 PM +07 on April 23,2017,2017,4,23,19,0,Asia/Bangkok,32,90,19,67,37,11.1,6.9,,,260,West,4,2,1006,29.72,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 23124 48376 31540 22606 10322 20194 39920 40062 54000 70500 82505 333 10363 58011
10:00 PM +07 on April 23,2017,2017,4,23,22,0,Asia/Bangkok,30,86,20,68,46,7.4,4.6,,,240,WSW,4,2,1009,29.79,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 23154 48376 31940 22404 10302 20200 39943 40086 52023 70500 80005 333 58007
1:00 AM +07 on April 26,2017,2017,4,26,1,0,Asia/Bangkok,30,86,20,69,47,9.3,5.8,,,270,West,4,2,1008,29.76,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 25184 48376 31940 02705 10298 20204 39934 40077 56004 70500 333 59006
4:00 AM +07 on April 26,2017,2017,4,26,4,0,Asia/Bangkok,29,84,20,68,50,14.8,9.2,,,260,West,4,2,1007,29.75,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 25214 48376 31940 02608 10288 20201 39931 40074 56003 70500 333 59006
7:00 AM +07 on April 26,2017,2017,4,26,7,0,Asia/Bangkok,29,83,22,71,60,11.1,6.9,,,260,West,4,2,1009,29.8,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 26004 48376 31940 02606 10286 20219 39947 40090 52015 71000 333 20278 59013
10:00 AM +07 on April 26,2017,2017,4,26,10,0,Asia/Bangkok,33,92,22,72,43,13,8.1,,,250,WSW,4,2,1010,29.83,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 26034 48376 31940 02507 10333 20222 39959 40101 52013 70500 333 59011
1:00 PM +07 on April 26,2017,2017,4,26,13,0,Asia/Bangkok,37,99,21,70,29,11.1,6.9,,,260,West,4,2,1008,29.76,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 26064 48376 31540 22606 10371 20209 39939 40078 57021 70500 82205 333 59011
4:00 PM +07 on April 26,2017,2017,4,26,16,0,Asia/Bangkok,38,101,22,71,29,11.1,6.9,,,260,West,4,2,1004,29.66,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 26094 48376 31540 22606 10382 20216 39905 40043 57034 70500 82205 333 59013
7:00 PM +07 on April 26,2017,2017,4,26,19,0,Asia/Bangkok,34,93,21,69,36,9.3,5.8,,,250,WSW,4,2,1006,29.7,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 26124 48376 31540 22505 10341 20206 39914 40055 51009 70500 82505 333 10386 59005
10:00 PM +07 on April 26,2017,2017,4,26,22,0,Asia/Bangkok,32,89,22,71,47,11.1,6.9,,,250,WSW,4,2,1008,29.78,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 26154 48376 31940 02506 10318 20218 39940 40082 52026 70500 333 58001
1:00 AM +07 on April 27,2017,2017,4,27,1,0,Asia/Bangkok,30,86,21,70,51,9.3,5.8,,,260,West,4,2,1008,29.78,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 26184 48376 31540 22605 10301 20213 39940 40083 54000 70500 81505 333 58006
4:00 AM +07 on April 27,2017,2017,4,27,4,0,Asia/Bangkok,30,86,20,69,47,11.1,6.9,,,260,West,4,2,1007,29.75,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 26214 48376 31940 02606 10300 20205 39932 40074 56008 70500 333 58000
7:00 AM +07 on April 27,2017,2017,4,27,7,0,Asia/Bangkok,29,85,21,71,53,13,8.1,,,270,West,4,2,1009,29.81,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 27004 48376 31940 02707 10292 20214 39951 40094 52019 70500 333 20286 58004
10:00 AM +07 on April 27,2017,2017,4,27,10,0,Asia/Bangkok,34,93,23,73,42,9.3,5.8,,,270,West,4,2,1011,29.85,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 27034 48376 31940 02705 10338 20226 39965 40106 52014 70500 333 58005
1:00 PM +07 on April 27,2017,2017,4,27,13,0,Asia/Bangkok,38,100,23,74,34,3.7,2.3,,,180,South,5,3,1008,29.77,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 27064 48376 31550 21802 10380 20233 39940 40079 57024 70500 82205 333 58001
4:00 PM +07 on April 27,2017,2017,4,27,16,0,Asia/Bangkok,40,103,22,72,28,5.6,3.5,,,90,East,4,2,1004,29.66,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 27094 48376 31540 30903 10396 20222 39906 40044 57034 70500 82205 333 58000
7:00 PM +07 on April 27,2017,2017,4,27,19,0,Asia/Bangkok,33,91,23,74,48,3.7,2.3,,,270,West,4,2,1006,29.7,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 27124 48376 31540 32702 10330 20232 39916 40057 52010 70500 82535 333 10399 58002
10:00 PM +07 on April 27,2017,2017,4,27,22,0,Asia/Bangkok,32,90,23,73,49,5.6,3.5,,,220,SW,4,2,1009,29.79,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 27154 48376 31540 22203 10321 20228 39946 40088 52030 70500 81505 333 58006
1:00 AM +07 on April 28,2017,2017,4,28,1,0,Asia/Bangkok,31,87,23,73,54,9.3,5.8,,,250,WSW,4,2,1009,29.79,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 27184 48376 31940 02505 10306 20227 39945 40087 56002 70500 333 58005
4:00 AM +07 on April 28,2017,2017,4,28,4,0,Asia/Bangkok,30,86,22,72,55,5.6,3.5,,,240,WSW,4,2,1008,29.76,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 27214 48376 31940 02403 10300 20224 39934 40077 57011 70500 333 58002
